[01:07:18] 0, 26, 87, 64.83, 14232
1, 99, 50, 54.15, 14230
[01:07:49] 0, 35, 87, 63.40, 14232
1, 99, 50, 54.98, 14230
[01:08:20] 0, 37, 87, 62.97, 14232
1, 99, 50, 55.24, 14230
[01:08:52] 0, 37, 86, 61.36, 14232
1, 99, 50, 54.77, 14230
[01:09:23] 0, 43, 86, 64.40, 14232
1, 99, 50, 55.62, 14230
[01:09:54] 0, 40, 86, 61.81, 14232
1, 99, 50, 55.72, 14230
[01:10:25] 0, 38, 87, 64.51, 14232
1, 99, 50, 55.28, 14230
[01:10:57] 0, 39, 87, 62.90, 14232
1, 99, 50, 55.26, 14230
[01:11:28] 0, 41, 87, 62.72, 14232
1, 99, 50, 55.45, 14230
[01:11:59] 0, 38, 87, 63.46, 14232
1, 99, 50, 55.51, 14230
[01:12:30] 0, 39, 87, 62.48, 14232
1, 99, 50, 55.68, 14230
[01:13:01] 0, 39, 87, 61.93, 14232
1, 99, 50, 53.99, 14230
[01:13:32] 0, 37, 87, 62.83, 14232
1, 99, 50, 54.46, 14230
[01:14:04] 0, 38, 86, 62.03, 14232
1, 99, 50, 55.12, 14230
[01:14:35] 0, 39, 87, 62.58, 14232
1, 99, 50, 55.19, 14230
[01:15:06] 0, 38, 87, 62.55, 14232
1, 99, 51, 54.94, 14230
[01:15:37] 0, 37, 87, 60.99, 14232
1, 99, 51, 61.60, 14230
[01:16:09] 0, 39, 87, 63.77, 14232
1, 99, 50, 55.35, 14230
[01:16:40] 0, 99, 87, 62.39, 14232
1, 38, 50, 50.29, 14230
[01:17:11] 0, 99, 87, 62.47, 14232
1, 35, 50, 51.32, 14230
[01:17:41] 0, 99, 86, 62.41, 14232
1, 36, 49, 52.28, 14230
[01:18:13] 0, 99, 87, 62.49, 14232
1, 36, 50, 52.39, 14230
[01:18:44] 0, 63, 87, 62.45, 14232
1, 40, 50, 54.41, 14230
[01:19:15] 0, 36, 87, 62.41, 14232
1, 99, 51, 55.72, 14230
[01:19:46] 0, 40, 87, 62.54, 14232
1, 99, 51, 56.10, 14230
[01:20:17] 0, 40, 87, 62.54, 14232
1, 99, 51, 57.05, 14230
[01:20:48] 0, 99, 87, 61.57, 14232
1, 37, 50, 53.01, 14230
[01:21:20] 0, 41, 86, 61.59, 14232
1, 99, 50, 57.19, 14230
[01:21:51] 0, 43, 87, 62.57, 14232
1, 99, 51, 56.79, 14230
[01:22:22] 0, 39, 87, 62.60, 14232
1, 99, 51, 56.70, 14230
[01:22:53] 0, 42, 86, 62.64, 14232
1, 99, 51, 58.24, 14230
[01:23:24] 0, 39, 87, 62.61, 14232
1, 99, 51, 57.49, 14230
[01:23:55] 0, 99, 87, 62.44, 14232
1, 35, 50, 51.92, 14230
[01:24:27] 0, 99, 87, 62.42, 14232
1, 36, 50, 51.83, 14230
[01:24:58] 0, 99, 87, 62.48, 14232
1, 37, 50, 52.55, 14230
[01:25:29] 0, 99, 87, 62.50, 14232
1, 36, 50, 52.31, 14230
[01:26:00] 0, 99, 87, 62.36, 14232
1, 37, 49, 51.94, 14230
[01:26:31] 0, 99, 87, 60.15, 14232
1, 36, 49, 52.19, 14230
[01:27:02] 0, 99, 87, 61.70, 14232
1, 37, 50, 53.44, 14230
[01:27:33] 0, 40, 87, 62.53, 14232
1, 99, 50, 56.02, 14230
[01:28:04] 0, 41, 87, 61.55, 14232
1, 99, 50, 56.65, 14230
[01:28:35] 0, 39, 87, 62.13, 14232
1, 99, 51, 56.07, 14230
[01:29:06] 0, 100, 88, 53.81, 14232
1, 100, 52, 65.14, 14230
[01:29:38] 0, 40, 86, 65.75, 14232
1, 99, 51, 56.68, 14230
[01:30:09] 0, 37, 86, 64.81, 14232
1, 99, 50, 56.77, 14230
[01:30:40] 0, 41, 87, 64.24, 14232
1, 99, 50, 57.54, 14230
[01:31:11] 0, 41, 87, 64.00, 14232
1, 99, 50, 57.56, 14230
[01:31:42] 0, 41, 87, 64.00, 14232
1, 99, 50, 57.33, 14230
[01:32:13] 0, 42, 87, 63.96, 14232
1, 99, 50, 58.36, 14230
[01:32:44] 0, 37, 87, 65.00, 14232
1, 99, 50, 55.23, 14230
[01:33:15] 0, 37, 87, 63.95, 14232
1, 99, 50, 55.21, 14230
[01:33:47] 0, 99, 86, 61.28, 14232
1, 35, 49, 51.53, 14230
[01:34:18] 0, 39, 87, 64.52, 14232
1, 99, 50, 56.27, 14230
[01:34:49] 0, 39, 87, 63.71, 14232
1, 99, 50, 56.12, 14230
[01:35:20] 0, 37, 87, 61.98, 14232
1, 99, 50, 54.13, 14230
[01:35:51] 0, 36, 87, 61.96, 14232
1, 99, 50, 53.49, 14230
[01:36:22] 0, 41, 87, 61.90, 14232
1, 99, 50, 54.88, 14230
[01:36:53] 0, 34, 86, 62.03, 14232
1, 99, 50, 54.42, 14230
[01:37:24] 0, 100, 88, 50.50, 14232
1, 100, 55, 59.80, 14230
[01:37:55] 0, 35, 87, 61.97, 14232
1, 99, 50, 52.97, 14230
[01:38:26] 0, 30, 87, 61.52, 14232
1, 99, 50, 52.71, 14230
[01:38:57] 0, 39, 87, 61.86, 14232
1, 99, 50, 54.60, 14230
[01:39:28] 0, 36, 87, 61.58, 14232
1, 99, 50, 53.72, 14230
[01:39:59] 0, 34, 87, 61.57, 14232
1, 99, 50, 53.66, 14230
[01:40:30] 0, 40, 86, 62.28, 14232
1, 99, 50, 54.06, 14230
[01:41:02] 0, 37, 86, 60.89, 14232
1, 99, 50, 53.30, 14230
[01:41:33] 0, 39, 86, 59.40, 14232
1, 99, 50, 54.08, 14230
[01:42:04] 0, 35, 87, 64.04, 14232
1, 99, 50, 53.32, 14230
[01:42:35] 0, 36, 87, 62.48, 14232
1, 99, 50, 54.09, 14230
[01:43:06] 0, 35, 86, 60.19, 14232
1, 99, 50, 53.86, 14230
[01:43:37] 0, 38, 87, 61.95, 14232
1, 99, 50, 55.31, 14230
[01:44:08] 0, 36, 87, 62.29, 14232
1, 99, 50, 54.08, 14230
[01:44:39] 0, 36, 87, 61.28, 14232
1, 99, 50, 54.34, 14230
[01:45:11] 0, 37, 87, 63.13, 14232
1, 99, 50, 54.94, 14230
[01:45:42] 0, 38, 87, 62.28, 14232
1, 99, 50, 54.97, 14230
[01:46:12] 0, 37, 87, 62.32, 14232
1, 99, 50, 54.76, 14230
[01:46:43] 0, 37, 86, 62.29, 14232
1, 99, 50, 55.47, 14230
[01:47:14] 0, 30, 86, 60.98, 14232
1, 99, 50, 53.66, 14230
[01:47:45] 0, 38, 87, 62.92, 14232
1, 99, 50, 54.61, 14230
[01:48:17] 0, 37, 87, 62.93, 14232
1, 99, 50, 53.76, 14230
[01:48:48] 0, 38, 86, 60.49, 14232
1, 99, 51, 55.54, 14230
[01:49:19] 0, 37, 87, 62.06, 14232
1, 99, 50, 55.23, 14230
[01:49:50] 0, 43, 87, 61.47, 14232
1, 99, 50, 56.06, 14230
[01:50:21] 0, 38, 86, 59.25, 14232
1, 99, 50, 54.71, 14230
[01:50:52] 0, 40, 86, 61.71, 14232
1, 99, 50, 55.53, 14230
[01:51:23] 0, 39, 87, 62.22, 14232
1, 99, 50, 55.52, 14230
[01:51:54] 0, 40, 86, 62.23, 14232
1, 99, 50, 56.10, 14230
[01:52:25] 0, 41, 87, 62.18, 14232
1, 99, 50, 55.65, 14230
[01:52:56] 0, 42, 87, 62.00, 14232
1, 99, 50, 55.45, 14230
[01:53:27] 0, 38, 87, 61.80, 14232
1, 99, 50, 55.78, 14230
[01:53:58] 0, 39, 87, 63.24, 14232
1, 99, 50, 55.83, 14230
[01:54:30] 0, 42, 86, 62.10, 14232
1, 99, 50, 55.72, 14230
[01:55:01] 0, 39, 86, 60.23, 14232
1, 99, 50, 56.27, 14230
[01:55:31] 0, 40, 87, 62.57, 14232
1, 99, 50, 56.04, 14230
[01:56:02] 0, 39, 87, 62.56, 14232
1, 99, 51, 56.02, 14230
[01:56:34] 0, 39, 87, 61.03, 14232
1, 99, 50, 55.56, 14230
[01:57:04] 0, 41, 87, 61.44, 14232
1, 99, 51, 55.95, 14230
[01:57:36] 0, 37, 87, 63.27, 14232
1, 99, 50, 55.38, 14230
[01:58:07] 0, 39, 87, 63.18, 14232
1, 99, 50, 55.90, 14230
[01:58:38] 0, 41, 86, 60.37, 14232
1, 99, 51, 56.82, 14230
[01:59:09] 0, 100, 88, 53.87, 14232
1, 100, 53, 63.76, 14230
[01:59:40] 0, 37, 86, 64.45, 14232
1, 99, 50, 54.35, 14230
[02:00:11] 0, 41, 87, 65.31, 14232
1, 99, 50, 55.19, 14230
[02:00:43] 0, 37, 87, 65.57, 14232
1, 99, 49, 54.97, 14230
[02:01:13] 0, 38, 87, 64.50, 14232
1, 99, 49, 55.34, 14230
[02:01:45] 0, 37, 87, 61.63, 14232
1, 99, 49, 54.53, 14230
[02:02:16] 0, 38, 87, 64.53, 14232
1, 99, 50, 55.00, 14230
[02:02:47] 0, 38, 87, 64.90, 14232
1, 99, 50, 55.42, 14230
[02:03:18] 0, 37, 87, 63.51, 14232
1, 99, 50, 55.64, 14230
[02:03:49] 0, 39, 86, 60.77, 14232
1, 99, 50, 56.17, 14230
[02:04:20] 0, 39, 87, 63.16, 14232
1, 99, 50, 56.67, 14230
[02:04:51] 0, 40, 87, 63.36, 14232
1, 99, 50, 55.91, 14230
[02:05:22] 0, 38, 86, 62.19, 14232
1, 99, 50, 56.43, 14230
[02:05:53] 0, 40, 86, 61.20, 14232
1, 99, 50, 56.64, 14230
[02:06:24] 0, 39, 87, 64.23, 14232
1, 99, 51, 57.12, 14230
[02:06:55] 0, 34, 87, 60.89, 14232
1, 99, 50, 56.18, 14230
[02:07:26] 0, 37, 86, 61.48, 14232
1, 99, 50, 56.51, 14230
[02:07:57] 0, 40, 87, 61.95, 14232
1, 99, 51, 57.12, 14230
[02:08:28] 0, 39, 87, 64.53, 14232
1, 99, 51, 57.38, 14230
[02:09:00] 0, 40, 86, 60.37, 14232
1, 99, 51, 57.49, 14230
[02:09:31] 0, 42, 87, 62.17, 14232
1, 99, 51, 58.18, 14230
[02:10:02] 0, 99, 87, 61.67, 14232
1, 38, 50, 53.07, 14230
[02:10:33] 0, 29, 87, 61.21, 14232
1, 99, 50, 55.82, 14230
[02:11:04] 0, 39, 86, 61.83, 14232
1, 99, 51, 56.94, 14230
[02:11:35] 0, 41, 86, 61.69, 14232
1, 99, 51, 56.78, 14230
[02:12:06] 0, 41, 86, 61.69, 14232
1, 99, 51, 56.75, 14230
[02:12:37] 0, 42, 86, 63.71, 14232
1, 99, 51, 58.28, 14230
[02:13:08] 0, 44, 86, 60.80, 14232
1, 99, 51, 57.97, 14230
[02:13:39] 0, 43, 86, 62.40, 14232
1, 99, 51, 58.11, 14230
[02:14:10] 0, 38, 87, 62.41, 14232
1, 99, 51, 57.46, 14230
[02:14:41] 0, 42, 86, 61.99, 14232
1, 99, 51, 58.41, 14230
[02:15:12] 0, 30, 86, 63.95, 14232
1, 99, 50, 56.73, 14230
[02:15:43] 0, 43, 87, 62.51, 14232
1, 99, 51, 59.21, 14230
[02:16:15] 0, 35, 86, 62.51, 14232
1, 99, 51, 60.50, 14230
[02:16:45] 0, 99, 87, 62.34, 14232
1, 56, 51, 56.78, 14230
[02:17:17] 0, 35, 87, 62.12, 14232
1, 99, 52, 60.26, 14230
[02:17:48] 0, 34, 87, 64.61, 14232
1, 99, 53, 60.93, 14230
[02:18:19] 0, 35, 86, 62.73, 14232
1, 99, 52, 60.62, 14230
[02:18:50] 0, 33, 87, 63.98, 14232
1, 99, 52, 61.86, 14230
[02:19:21] 0, 39, 86, 63.09, 14232
1, 99, 52, 60.67, 14230
[02:19:52] 0, 32, 87, 64.35, 14232
1, 99, 52, 60.93, 14230
[02:20:23] 0, 37, 87, 63.75, 14232
1, 99, 52, 61.42, 14230
[02:20:54] 0, 35, 86, 63.40, 14232
1, 99, 52, 62.08, 14230
[02:21:25] 0, 35, 86, 63.48, 14232
1, 99, 52, 62.02, 14230
[02:21:56] 0, 33, 87, 64.44, 14232
1, 99, 52, 61.74, 14230
[02:22:27] 0, 34, 87, 63.99, 14232
1, 99, 52, 61.08, 14230
[02:22:58] 0, 36, 86, 63.95, 14232
1, 99, 52, 61.75, 14230
[02:23:29] 0, 36, 86, 63.78, 14232
1, 99, 52, 60.87, 14230
[02:24:00] 0, 40, 87, 64.43, 14232
1, 99, 53, 62.20, 14230
[02:24:31] 0, 37, 87, 64.07, 14232
1, 99, 52, 60.72, 14230
[02:25:02] 0, 99, 87, 64.02, 14232
1, 34, 51, 57.74, 14230
[02:25:33] 0, 99, 87, 64.33, 14232
1, 26, 50, 57.40, 14230
[02:26:04] 0, 99, 86, 63.03, 14232
1, 38, 51, 58.37, 14230
[02:26:36] 0, 33, 86, 66.41, 14232
1, 99, 52, 61.78, 14230
[02:27:07] 0, 99, 86, 63.68, 14232
1, 37, 51, 58.90, 14230
[02:27:38] 0, 99, 86, 63.74, 14232
1, 35, 51, 58.55, 14230
[02:28:09] 0, 99, 87, 64.26, 14232
1, 33, 51, 58.39, 14230
[02:28:40] 0, 36, 87, 64.36, 14232
1, 99, 52, 62.54, 14230
[02:29:11] 0, 32, 87, 64.47, 14232
1, 99, 51, 60.38, 14230
[02:29:42] 0, 40, 87, 64.61, 14232
1, 99, 52, 61.76, 14230
[02:30:13] 0, 37, 86, 64.05, 14232
1, 99, 53, 60.71, 14230
[02:30:44] 0, 36, 86, 63.85, 14232
1, 99, 52, 62.42, 14230
[02:31:15] 0, 42, 86, 64.61, 14232
1, 99, 52, 62.96, 14230
[02:31:46] 0, 36, 87, 64.81, 14232
1, 99, 52, 62.29, 14230
